id,question,value,section,type,subtype,self_or_others,q_condensed,q_word,q_id
198,"I will practice safer hygiene in public (e.g. properly covering coughs/sneezes, staying home if sick).",4,Survey,Social-Cultural,Hygiene,2,Public Hygiene (I),Public Hygiene ,22
198,"I believe people will feel more comfortable reminding others about safe public hygiene (e.g. covering cough, not touching face).",2,Survey,Social-Cultural,Hygiene,1,Remind Others (O),Remind Others ,23
198,"I will feel more comfortable reminding others about safe public hygiene (e.g. covering cough, not touching face).",3,Survey,Social-Cultural,Hygiene,2,Remind Others (I),Remind Others ,23
198,I believe people will be ____ trustful of medical professionals.,4,Survey,Policy,Health,1,Trust Doctors (O),Trust Doctors ,24
198,I will be ____ trustful of medical professionals.,4,Survey,Policy,Health,2,Trust Doctors (I),Trust Doctors ,24
198,I believe people will have ____ trust in vaccines.,3,Survey,Policy,Health,1,Trust Vaccines (O),Trust Vaccines ,25
198,I will have ____ trust in vaccines.,3,Survey,Policy,Health,2,Trust Vaccines (I),Trust Vaccines ,25
198,"I believe people will do ____ to maintain their personal wellness (e.g. eat healthfully, exercise, practice work-life balance).",3,Survey,Cultural,Well-being,1,Wellness (O),Wellness ,26
198,"I will do ____ to maintain my personal wellness (e.g. eat healthfully, exercise, practice work-life balance).",4,Survey,Cultural,Well-being,2,Wellness (I),Wellness ,26
198,I believe people will practice ____ hygiene during annual flu seasons.,3,Survey,Social-Cultural,Hygiene,1,Flu Season (O),Flu Season ,27
198,I will practice ______ hygiene during annual flu seasons.,4,Survey,Social-Cultural,Hygiene,2,Flu Season (I),Flu Season ,27
198,I believe people will have ____ trust in their government.,2,Survey,Political,-,1,Trust Gov (O),Trust Gov ,28
198,I will have ____ trust in my government.,2,Survey,Political,-,2,Trust Gov (I),Trust Gov ,28
198,I see myself as introverted or reserved.,3,Closing,General,-,2,Introverted,NA,29
198,I see myself as extroverted or outgoing.,3,Closing,General,-,2,Extroverted,NA,29
198,The COVID-19 pandemic has greatly affected my daily life.,5,Closing,General,-,2,Greatly Affected Me,NA,30
198,The COVID-19 pandemic has greatly affected those closest to me (can include friends and family).,5,Closing,General,-,1,Greatly Affected Closest,NA,30
198,"(Optional) If you would like, please share how the COVID-19 pandemic has personally affected you.",NA,Closing,General,-,2,Optional (1),NA,31
198,(Optional) What's the first thing you will do once quarantine is fully lifted and there is no risk of another wave of infection?,I will finally see my friends and travel,Closing,General,-,2,Optional (2),NA,31
199,I believe people will return to using hand shakes and/or other physical greetings.,2,Survey,Social-Cultural,Hygiene,1,Hand Shakes (O),Hand Shakes ,1
199,I will return to using hand shakes and/or other physical greetings.,1,Survey,Social-Cultural,Hygiene,2,Hand Shakes (I),Hand Shakes ,1
199,"Due to the evidence of environmental benefit during the pandemic (e.g. reduced pollution), I believe people will be more climate conscious.",2,Survey,Policy,Climate,1,Climate Conscious (O),Climate Conscious ,2
199,"Due to the evidence of environmental benefit during the pandemic (e.g. reduced pollution), I will be more climate conscious.",5,Survey,Policy,Climate,2,Climate Conscious (I),Climate Conscious ,2
199,"I believe people will practice healthier digital habits (e.g. screen time limits, responsible online discourse).",4,Survey,Cultural,Well-being,1,Digital Habits (O),Digital Habits ,3
199,"I will practice healthier digital habits (e.g. screen time limits, responsible online discourse).",4,Survey,Cultural,Well-being,2,Digital Habits (I),Digital Habits ,3
199,"I believe people will avoid crowded areas more (e.g. concerts, theme parks).",4,Survey,Social-Cultural,Lifestyle,1,Avoid Crowds (O),Avoid Crowds ,4
199,"I will avoid crowded areas more (e.g. concerts, theme parks).",4,Survey,Social-Cultural,Lifestyle,2,Avoid Crowds (I),Avoid Crowds ,4
199,"I believe people will use public transportation less, if possible.",4,Survey,Social-Cultural,Transportation,1,Public Transport (O),Public Transport ,5
199,"I will use public transportation less, if possible.",1,Survey,Social-Cultural,Transportation,2,Public Transport (I),Public Transport ,5
199,"I believe people will save money more, rather than spend it.",1,Survey,Social-Cultural,Lifestyle,1,Save Money (O),Save Money ,6
199,"I will save money more, rather than spend it.",4,Survey,Social-Cultural,Lifestyle,2,Save Money (I),Save Money ,6
199,I believe people will think more before making impulsive purchases.,2,Survey,Social-Cultural,Lifestyle,1,Impulse Buy (O),Impulse Buy ,7
199,I will think more before making impulsive purchases.,4,Survey,Social-Cultural,Lifestyle,2,Impulse Buy (I),Impulse Buy ,7
199,I believe people will work harder to foster family and/or community ties.,4,Survey,Cultural,Well-being,1,Fam/Comm Ties (O),Fam/Comm Ties ,8
199,I will work harder to foster family and/or community ties.,3,Survey,Cultural,Well-being,2,Fam/Comm Ties (I),Fam/Comm Ties ,8
199,I believe people will seek out more evidence-based information.,2,Survey,Policy,Science,1,Evidence-Based Info (O),Evidence-Based Info ,9
199,I will seek out more evidence-based information.,5,Survey,Policy,Science,2,Evidence-Based Info (I),Evidence-Based Info ,9
199,"I believe people will be more comfortable acting independently (e.g. spending time alone, practicing personal hobbies or at-home activities).",4,Survey,Cultural,Well-being,1,Independent (O),Independent ,10
199,"I will be more comfortable acting independently (e.g. spending time alone, practicing personal hobbies or at-home activities).",4,Survey,Cultural,Well-being,2,Independent (I),Independent ,10
199,"I believe people will work more remotely, if possible.",4,Survey,Social-Cultural,Work,1,Work Remotely (O),Work Remotely ,11
199,"I will work more remotely, if possible.",1,Survey,Social-Cultural,Work,2,Work Remotely (I),Work Remotely ,11
199,"I believe people will use digital commerce, companies, and platforms ____.",4,Survey,Social-Cultural,Lifestyle,1,Digital Commerce (O),Digital Commerce ,12
199,"I will use digital commerce, companies, and platforms ____.",3,Survey,Social-Cultural,Lifestyle,2,Digital Commerce (I),Digital Commerce ,12
199,I believe people will use technology ____.,4,Survey,Social-Cultural,Work,1,Technology Use (O),Technology Use ,13
199,I will use technology ____.,3,Survey,Social-Cultural,Work,2,Technology Use (I),Technology Use ,13
199,"I believe people will be more politically liberal (e.g. vote for universal healthcare, more government aid).",4,Survey,Political,-,1,Liberal (O),Liberal ,14
199,"I will be more politically liberal (e.g. vote for universal healthcare, more government aid).",5,Survey,Political,-,2,Liberal (I),Liberal ,14
199,"I believe people will be more politically conservative (e.g. vote for healthcare marketplace, less government aid).",2,Survey,Political,-,1,Conservative (O),Conservative ,15
199,"I will be more politically conservative (e.g. vote for healthcare marketplace, less government aid).",2,Survey,Political,-,2,Conservative (I),Conservative ,15
199,I believe people will carry masks and/or hand sanitizer around with them as a precaution.,4,Survey,Social-Cultural,Hygiene,1,Carry Masks (O),Carry Masks ,16
199,I will carry a mask and/or hand sanitizer around with me as a precaution.,4,Survey,Social-Cultural,Hygiene,2,Carry Masks (I),Carry Masks ,16
199,I believe people will be ____ globally aware (e.g. feel the importance of global connections and cooperation).,4,Survey,Social-Cultural,Cooperation,1,Globally Aware (O),Globally Aware ,17
199,I will be ____ globally aware (e.g. feel the importance of global connections and cooperation).,4,Survey,Social-Cultural,Cooperation,2,Globally Aware (I),Globally Aware ,17
199,I believe people will value classroom education ____.,5,Survey,Cultural,Education,1,Classroom Ed (O),Classroom Ed ,18
199,I will value classroom education ____.,3,Survey,Cultural,Education,2,Classroom Ed (I),Classroom Ed ,18
199,I believe people will pursue relationships or intimate interactions online or via technology ____.,3,Survey,Social-Cultural,Lifestyle,1,Relationships (O),Relationships ,19
199,I will pursue relationships or intimate interactions online or via technology ____.,3,Survey,Social-Cultural,Lifestyle,2,Relationships (I),Relationships ,19
199,I believe people will travel ____.,3,Survey,Social-Cultural,Transportation,1,Travel (O),Travel ,20
199,I will travel ____.,4,Survey,Social-Cultural,Transportation,2,Travel (I),Travel ,20
199,I believe people will touch their faces ____.,3,Survey,Social-Cultural,Hygiene,1,Touch Face (O),Touch Face ,21
199,I will touch my face ____.,2,Survey,Social-Cultural,Hygiene,2,Touch Face (I),Touch Face ,21
199,"I believe people will practice safer hygiene in public (e.g. properly covering coughs/sneezes, staying home if sick).",4,Survey,Social-Cultural,Hygiene,1,Public Hygiene (O),Public Hygiene ,22
199,"I will practice safer hygiene in public (e.g. properly covering coughs/sneezes, staying home if sick).",5,Survey,Social-Cultural,Hygiene,2,Public Hygiene (I),Public Hygiene ,22
199,"I believe people will feel more comfortable reminding others about safe public hygiene (e.g. covering cough, not touching face).",4,Survey,Social-Cultural,Hygiene,1,Remind Others (O),Remind Others ,23
199,"I will feel more comfortable reminding others about safe public hygiene (e.g. covering cough, not touching face).",5,Survey,Social-Cultural,Hygiene,2,Remind Others (I),Remind Others ,23
199,I believe people will be ____ trustful of medical professionals.,3,Survey,Policy,Health,1,Trust Doctors (O),Trust Doctors ,24
199,I will be ____ trustful of medical professionals.,4,Survey,Policy,Health,2,Trust Doctors (I),Trust Doctors ,24
199,I believe people will have ____ trust in vaccines.,3,Survey,Policy,Health,1,Trust Vaccines (O),Trust Vaccines ,25
199,I will have ____ trust in vaccines.,3,Survey,Policy,Health,2,Trust Vaccines (I),Trust Vaccines ,25
199,"I believe people will do ____ to maintain their personal wellness (e.g. eat healthfully, exercise, practice work-life balance).",3,Survey,Cultural,Well-being,1,Wellness (O),Wellness ,26
199,"I will do ____ to maintain my personal wellness (e.g. eat healthfully, exercise, practice work-life balance).",5,Survey,Cultural,Well-being,2,Wellness (I),Wellness ,26
199,I believe people will practice ____ hygiene during annual flu seasons.,3,Survey,Social-Cultural,Hygiene,1,Flu Season (O),Flu Season ,27
199,I will practice ______ hygiene during annual flu seasons.,4,Survey,Social-Cultural,Hygiene,2,Flu Season (I),Flu Season ,27
199,I believe people will have ____ trust in their government.,1,Survey,Political,-,1,Trust Gov (O),Trust Gov ,28
199,I will have ____ trust in my government.,1,Survey,Political,-,2,Trust Gov (I),Trust Gov ,28
199,I see myself as introverted or reserved.,3,Closing,General,-,2,Introverted,NA,29
199,I see myself as extroverted or outgoing.,3,Closing,General,-,2,Extroverted,NA,29
199,The COVID-19 pandemic has greatly affected my daily life.,4,Closing,General,-,2,Greatly Affected Me,NA,30
199,The COVID-19 pandemic has greatly affected those closest to me (can include friends and family).,4,Closing,General,-,1,Greatly Affected Closest,NA,30
199,"(Optional) If you would like, please share how the COVID-19 pandemic has personally affected you.","I am a biological researcher so I cannot perform my research. My boyfriend is a teacher and his hours were cut in half, and his summer job was cancelled so we will have less money. I am unsure if I should apply for graduate school next year as planned because research funding may be severely limited due to the pandemic.",Closing,General,-,2,Optional (1),NA,31
199,(Optional) What's the first thing you will do once quarantine is fully lifted and there is no risk of another wave of infection?,Visit my loved ones.,Closing,General,-,2,Optional (2),NA,31
200,I believe people will return to using hand shakes and/or other physical greetings.,5,Survey,Social-Cultural,Hygiene,1,Hand Shakes (O),Hand Shakes ,1
200,I will return to using hand shakes and/or other physical greetings.,4,Survey,Social-Cultural,Hygiene,2,Hand Shakes (I),Hand Shakes ,1
200,"Due to the evidence of environmental benefit during the pandemic (e.g. reduced pollution), I believe people will be more climate conscious.",4,Survey,Policy,Climate,1,Climate Conscious (O),Climate Conscious ,2
200,"Due to the evidence of environmental benefit during the pandemic (e.g. reduced pollution), I will be more climate conscious.",3,Survey,Policy,Climate,2,Climate Conscious (I),Climate Conscious ,2
200,"I believe people will practice healthier digital habits (e.g. screen time limits, responsible online discourse).",2,Survey,Cultural,Well-being,1,Digital Habits (O),Digital Habits ,3
200,"I will practice healthier digital habits (e.g. screen time limits, responsible online discourse).",4,Survey,Cultural,Well-being,2,Digital Habits (I),Digital Habits ,3
200,"I believe people will avoid crowded areas more (e.g. concerts, theme parks).",2,Survey,Social-Cultural,Lifestyle,1,Avoid Crowds (O),Avoid Crowds ,4
200,"I will avoid crowded areas more (e.g. concerts, theme parks).",3,Survey,Social-Cultural,Lifestyle,2,Avoid Crowds (I),Avoid Crowds ,4
200,"I believe people will use public transportation less, if possible.",4,Survey,Social-Cultural,Transportation,1,Public Transport (O),Public Transport ,5
200,"I will use public transportation less, if possible.",4,Survey,Social-Cultural,Transportation,2,Public Transport (I),Public Transport ,5
200,"I believe people will save money more, rather than spend it.",4,Survey,Social-Cultural,Lifestyle,1,Save Money (O),Save Money ,6
200,"I will save money more, rather than spend it.",1,Survey,Social-Cultural,Lifestyle,2,Save Money (I),Save Money ,6
200,I believe people will think more before making impulsive purchases.,1,Survey,Social-Cultural,Lifestyle,1,Impulse Buy (O),Impulse Buy ,7
200,I will think more before making impulsive purchases.,2,Survey,Social-Cultural,Lifestyle,2,Impulse Buy (I),Impulse Buy ,7
200,I believe people will work harder to foster family and/or community ties.,2,Survey,Cultural,Well-being,1,Fam/Comm Ties (O),Fam/Comm Ties ,8
200,I will work harder to foster family and/or community ties.,3,Survey,Cultural,Well-being,2,Fam/Comm Ties (I),Fam/Comm Ties ,8
200,I believe people will seek out more evidence-based information.,5,Survey,Policy,Science,1,Evidence-Based Info (O),Evidence-Based Info ,9
200,I will seek out more evidence-based information.,5,Survey,Policy,Science,2,Evidence-Based Info (I),Evidence-Based Info ,9
200,"I believe people will be more comfortable acting independently (e.g. spending time alone, practicing personal hobbies or at-home activities).",4,Survey,Cultural,Well-being,1,Independent (O),Independent ,10
200,"I will be more comfortable acting independently (e.g. spending time alone, practicing personal hobbies or at-home activities).",5,Survey,Cultural,Well-being,2,Independent (I),Independent ,10
200,"I believe people will work more remotely, if possible.",5,Survey,Social-Cultural,Work,1,Work Remotely (O),Work Remotely ,11
200,"I will work more remotely, if possible.",5,Survey,Social-Cultural,Work,2,Work Remotely (I),Work Remotely ,11
200,"I believe people will use digital commerce, companies, and platforms ____.",5,Survey,Social-Cultural,Lifestyle,1,Digital Commerce (O),Digital Commerce ,12
200,"I will use digital commerce, companies, and platforms ____.",5,Survey,Social-Cultural,Lifestyle,2,Digital Commerce (I),Digital Commerce ,12
200,I believe people will use technology ____.,5,Survey,Social-Cultural,Work,1,Technology Use (O),Technology Use ,13
200,I will use technology ____.,5,Survey,Social-Cultural,Work,2,Technology Use (I),Technology Use ,13
200,"I believe people will be more politically liberal (e.g. vote for universal healthcare, more government aid).",5,Survey,Political,-,1,Liberal (O),Liberal ,14
200,"I will be more politically liberal (e.g. vote for universal healthcare, more government aid).",5,Survey,Political,-,2,Liberal (I),Liberal ,14
200,"I believe people will be more politically conservative (e.g. vote for healthcare marketplace, less government aid).",1,Survey,Political,-,1,Conservative (O),Conservative ,15
200,"I will be more politically conservative (e.g. vote for healthcare marketplace, less government aid).",1,Survey,Political,-,2,Conservative (I),Conservative ,15
200,I believe people will carry masks and/or hand sanitizer around with them as a precaution.,4,Survey,Social-Cultural,Hygiene,1,Carry Masks (O),Carry Masks ,16
200,I will carry a mask and/or hand sanitizer around with me as a precaution.,4,Survey,Social-Cultural,Hygiene,2,Carry Masks (I),Carry Masks ,16
200,I believe people will be ____ globally aware (e.g. feel the importance of global connections and cooperation).,5,Survey,Social-Cultural,Cooperation,1,Globally Aware (O),Globally Aware ,17
200,I will be ____ globally aware (e.g. feel the importance of global connections and cooperation).,5,Survey,Social-Cultural,Cooperation,2,Globally Aware (I),Globally Aware ,17
200,I believe people will value classroom education ____.,5,Survey,Cultural,Education,1,Classroom Ed (O),Classroom Ed ,18
200,I will value classroom education ____.,5,Survey,Cultural,Education,2,Classroom Ed (I),Classroom Ed ,18
200,I believe people will pursue relationships or intimate interactions online or via technology ____.,3,Survey,Social-Cultural,Lifestyle,1,Relationships (O),Relationships ,19
200,I will pursue relationships or intimate interactions online or via technology ____.,3,Survey,Social-Cultural,Lifestyle,2,Relationships (I),Relationships ,19
200,I believe people will travel ____.,3,Survey,Social-Cultural,Transportation,1,Travel (O),Travel ,20
200,I will travel ____.,4,Survey,Social-Cultural,Transportation,2,Travel (I),Travel ,20
200,I believe people will touch their faces ____.,1,Survey,Social-Cultural,Hygiene,1,Touch Face (O),Touch Face ,21
200,I will touch my face ____.,1,Survey,Social-Cultural,Hygiene,2,Touch Face (I),Touch Face ,21
200,"I believe people will practice safer hygiene in public (e.g. properly covering coughs/sneezes, staying home if sick).",5,Survey,Social-Cultural,Hygiene,1,Public Hygiene (O),Public Hygiene ,22
200,"I will practice safer hygiene in public (e.g. properly covering coughs/sneezes, staying home if sick).",5,Survey,Social-Cultural,Hygiene,2,Public Hygiene (I),Public Hygiene ,22
200,"I believe people will feel more comfortable reminding others about safe public hygiene (e.g. covering cough, not touching face).",5,Survey,Social-Cultural,Hygiene,1,Remind Others (O),Remind Others ,23
200,"I will feel more comfortable reminding others about safe public hygiene (e.g. covering cough, not touching face).",3,Survey,Social-Cultural,Hygiene,2,Remind Others (I),Remind Others ,23
200,I believe people will be ____ trustful of medical professionals.,5,Survey,Policy,Health,1,Trust Doctors (O),Trust Doctors ,24
200,I will be ____ trustful of medical professionals.,4,Survey,Policy,Health,2,Trust Doctors (I),Trust Doctors ,24
200,I believe people will have ____ trust in vaccines.,4,Survey,Policy,Health,1,Trust Vaccines (O),Trust Vaccines ,25
200,I will have ____ trust in vaccines.,4,Survey,Policy,Health,2,Trust Vaccines (I),Trust Vaccines ,25
200,"I believe people will do ____ to maintain their personal wellness (e.g. eat healthfully, exercise, practice work-life balance).",4,Survey,Cultural,Well-being,1,Wellness (O),Wellness ,26
200,"I will do ____ to maintain my personal wellness (e.g. eat healthfully, exercise, practice work-life balance).",4,Survey,Cultural,Well-being,2,Wellness (I),Wellness ,26
200,I believe people will practice ____ hygiene during annual flu seasons.,4,Survey,Social-Cultural,Hygiene,1,Flu Season (O),Flu Season ,27
200,I will practice ______ hygiene during annual flu seasons.,4,Survey,Social-Cultural,Hygiene,2,Flu Season (I),Flu Season ,27
200,I believe people will have ____ trust in their government.,2,Survey,Political,-,1,Trust Gov (O),Trust Gov ,28
200,I will have ____ trust in my government.,1,Survey,Political,-,2,Trust Gov (I),Trust Gov ,28
200,I see myself as introverted or reserved.,3,Closing,General,-,2,Introverted,NA,29
200,I see myself as extroverted or outgoing.,4,Closing,General,-,2,Extroverted,NA,29
200,The COVID-19 pandemic has greatly affected my daily life.,5,Closing,General,-,2,Greatly Affected Me,NA,30
200,The COVID-19 pandemic has greatly affected those closest to me (can include friends and family).,4,Closing,General,-,1,Greatly Affected Closest,NA,30
200,"(Optional) If you would like, please share how the COVID-19 pandemic has personally affected you.",NA,Closing,General,-,2,Optional (1),NA,31
200,(Optional) What's the first thing you will do once quarantine is fully lifted and there is no risk of another wave of infection?,NA,Closing,General,-,2,Optional (2),NA,31
201,I believe people will return to using hand shakes and/or other physical greetings.,5,Survey,Social-Cultural,Hygiene,1,Hand Shakes (O),Hand Shakes ,1
201,I will return to using hand shakes and/or other physical greetings.,5,Survey,Social-Cultural,Hygiene,2,Hand Shakes (I),Hand Shakes ,1
201,"Due to the evidence of environmental benefit during the pandemic (e.g. reduced pollution), I believe people will be more climate conscious.",1,Survey,Policy,Climate,1,Climate Conscious (O),Climate Conscious ,2
201,"Due to the evidence of environmental benefit during the pandemic (e.g. reduced pollution), I will be more climate conscious.",3,Survey,Policy,Climate,2,Climate Conscious (I),Climate Conscious ,2
201,"I believe people will practice healthier digital habits (e.g. screen time limits, responsible online discourse).",1,Survey,Cultural,Well-being,1,Digital Habits (O),Digital Habits ,3
201,"I will practice healthier digital habits (e.g. screen time limits, responsible online discourse).",3,Survey,Cultural,Well-being,2,Digital Habits (I),Digital Habits ,3
201,"I believe people will avoid crowded areas more (e.g. concerts, theme parks).",5,Survey,Social-Cultural,Lifestyle,1,Avoid Crowds (O),Avoid Crowds ,4
201,"I will avoid crowded areas more (e.g. concerts, theme parks).",5,Survey,Social-Cultural,Lifestyle,2,Avoid Crowds (I),Avoid Crowds ,4
201,"I believe people will use public transportation less, if possible.",5,Survey,Social-Cultural,Transportation,1,Public Transport (O),Public Transport ,5
201,"I will use public transportation less, if possible.",4,Survey,Social-Cultural,Transportation,2,Public Transport (I),Public Transport ,5
201,"I believe people will save money more, rather than spend it.",5,Survey,Social-Cultural,Lifestyle,1,Save Money (O),Save Money ,6
201,"I will save money more, rather than spend it.",5,Survey,Social-Cultural,Lifestyle,2,Save Money (I),Save Money ,6
201,I believe people will think more before making impulsive purchases.,5,Survey,Social-Cultural,Lifestyle,1,Impulse Buy (O),Impulse Buy ,7
201,I will think more before making impulsive purchases.,5,Survey,Social-Cultural,Lifestyle,2,Impulse Buy (I),Impulse Buy ,7
201,I believe people will work harder to foster family and/or community ties.,1,Survey,Cultural,Well-being,1,Fam/Comm Ties (O),Fam/Comm Ties ,8
201,I will work harder to foster family and/or community ties.,1,Survey,Cultural,Well-being,2,Fam/Comm Ties (I),Fam/Comm Ties ,8
201,I believe people will seek out more evidence-based information.,1,Survey,Policy,Science,1,Evidence-Based Info (O),Evidence-Based Info ,9
201,I will seek out more evidence-based information.,4,Survey,Policy,Science,2,Evidence-Based Info (I),Evidence-Based Info ,9
201,"I believe people will be more comfortable acting independently (e.g. spending time alone, practicing personal hobbies or at-home activities).",2,Survey,Cultural,Well-being,1,Independent (O),Independent ,10
201,"I will be more comfortable acting independently (e.g. spending time alone, practicing personal hobbies or at-home activities).",3,Survey,Cultural,Well-being,2,Independent (I),Independent ,10
201,"I believe people will work more remotely, if possible.",4,Survey,Social-Cultural,Work,1,Work Remotely (O),Work Remotely ,11
201,"I will work more remotely, if possible.",3,Survey,Social-Cultural,Work,2,Work Remotely (I),Work Remotely ,11
201,"I believe people will use digital commerce, companies, and platforms ____.",4,Survey,Social-Cultural,Lifestyle,1,Digital Commerce (O),Digital Commerce ,12
201,"I will use digital commerce, companies, and platforms ____.",3,Survey,Social-Cultural,Lifestyle,2,Digital Commerce (I),Digital Commerce ,12
201,I believe people will use technology ____.,4,Survey,Social-Cultural,Work,1,Technology Use (O),Technology Use ,13
201,I will use technology ____.,4,Survey,Social-Cultural,Work,2,Technology Use (I),Technology Use ,13
201,"I believe people will be more politically liberal (e.g. vote for universal healthcare, more government aid).",1,Survey,Political,-,1,Liberal (O),Liberal ,14
201,"I will be more politically liberal (e.g. vote for universal healthcare, more government aid).",3,Survey,Political,-,2,Liberal (I),Liberal ,14
201,"I believe people will be more politically conservative (e.g. vote for healthcare marketplace, less government aid).",5,Survey,Political,-,1,Conservative (O),Conservative ,15
201,"I will be more politically conservative (e.g. vote for healthcare marketplace, less government aid).",2,Survey,Political,-,2,Conservative (I),Conservative ,15
201,I believe people will carry masks and/or hand sanitizer around with them as a precaution.,4,Survey,Social-Cultural,Hygiene,1,Carry Masks (O),Carry Masks ,16
201,I will carry a mask and/or hand sanitizer around with me as a precaution.,4,Survey,Social-Cultural,Hygiene,2,Carry Masks (I),Carry Masks ,16
201,I believe people will be ____ globally aware (e.g. feel the importance of global connections and cooperation).,3,Survey,Social-Cultural,Cooperation,1,Globally Aware (O),Globally Aware ,17
201,I will be ____ globally aware (e.g. feel the importance of global connections and cooperation).,4,Survey,Social-Cultural,Cooperation,2,Globally Aware (I),Globally Aware ,17
201,I believe people will value classroom education ____.,3,Survey,Cultural,Education,1,Classroom Ed (O),Classroom Ed ,18
201,I will value classroom education ____.,3,Survey,Cultural,Education,2,Classroom Ed (I),Classroom Ed ,18
201,I believe people will pursue relationships or intimate interactions online or via technology ____.,3,Survey,Social-Cultural,Lifestyle,1,Relationships (O),Relationships ,19
201,I will pursue relationships or intimate interactions online or via technology ____.,3,Survey,Social-Cultural,Lifestyle,2,Relationships (I),Relationships ,19
201,I believe people will travel ____.,2,Survey,Social-Cultural,Transportation,1,Travel (O),Travel ,20
201,I will travel ____.,2,Survey,Social-Cultural,Transportation,2,Travel (I),Travel ,20
201,I believe people will touch their faces ____.,3,Survey,Social-Cultural,Hygiene,1,Touch Face (O),Touch Face ,21
201,I will touch my face ____.,3,Survey,Social-Cultural,Hygiene,2,Touch Face (I),Touch Face ,21
201,"I believe people will practice safer hygiene in public (e.g. properly covering coughs/sneezes, staying home if sick).",4,Survey,Social-Cultural,Hygiene,1,Public Hygiene (O),Public Hygiene ,22
201,"I will practice safer hygiene in public (e.g. properly covering coughs/sneezes, staying home if sick).",4,Survey,Social-Cultural,Hygiene,2,Public Hygiene (I),Public Hygiene ,22
201,"I believe people will feel more comfortable reminding others about safe public hygiene (e.g. covering cough, not touching face).",4,Survey,Social-Cultural,Hygiene,1,Remind Others (O),Remind Others ,23
201,"I will feel more comfortable reminding others about safe public hygiene (e.g. covering cough, not touching face).",4,Survey,Social-Cultural,Hygiene,2,Remind Others (I),Remind Others ,23
201,I believe people will be ____ trustful of medical professionals.,3,Survey,Policy,Health,1,Trust Doctors (O),Trust Doctors ,24
201,I will be ____ trustful of medical professionals.,3,Survey,Policy,Health,2,Trust Doctors (I),Trust Doctors ,24
201,I believe people will have ____ trust in vaccines.,3,Survey,Policy,Health,1,Trust Vaccines (O),Trust Vaccines ,25
201,I will have ____ trust in vaccines.,3,Survey,Policy,Health,2,Trust Vaccines (I),Trust Vaccines ,25
201,"I believe people will do ____ to maintain their personal wellness (e.g. eat healthfully, exercise, practice work-life balance).",3,Survey,Cultural,Well-being,1,Wellness (O),Wellness ,26
201,"I will do ____ to maintain my personal wellness (e.g. eat healthfully, exercise, practice work-life balance).",3,Survey,Cultural,Well-being,2,Wellness (I),Wellness ,26
201,I believe people will practice ____ hygiene during annual flu seasons.,3,Survey,Social-Cultural,Hygiene,1,Flu Season (O),Flu Season ,27
201,I will practice ______ hygiene during annual flu seasons.,3,Survey,Social-Cultural,Hygiene,2,Flu Season (I),Flu Season ,27
201,I believe people will have ____ trust in their government.,2,Survey,Political,-,1,Trust Gov (O),Trust Gov ,28
201,I will have ____ trust in my government.,1,Survey,Political,-,2,Trust Gov (I),Trust Gov ,28
201,I see myself as introverted or reserved.,5,Closing,General,-,2,Introverted,NA,29
201,I see myself as extroverted or outgoing.,1,Closing,General,-,2,Extroverted,NA,29
201,The COVID-19 pandemic has greatly affected my daily life.,5,Closing,General,-,2,Greatly Affected Me,NA,30
201,The COVID-19 pandemic has greatly affected those closest to me (can include friends and family).,5,Closing,General,-,1,Greatly Affected Closest,NA,30
201,"(Optional) If you would like, please share how the COVID-19 pandemic has personally affected you.",NA,Closing,General,-,2,Optional (1),NA,31
201,(Optional) What's the first thing you will do once quarantine is fully lifted and there is no risk of another wave of infection?,Go on a trip,Closing,General,-,2,Optional (2),NA,31
202,I believe people will return to using hand shakes and/or other physical greetings.,5,Survey,Social-Cultural,Hygiene,1,Hand Shakes (O),Hand Shakes ,1
202,I will return to using hand shakes and/or other physical greetings.,5,Survey,Social-Cultural,Hygiene,2,Hand Shakes (I),Hand Shakes ,1
202,"Due to the evidence of environmental benefit during the pandemic (e.g. reduced pollution), I believe people will be more climate conscious.",1,Survey,Policy,Climate,1,Climate Conscious (O),Climate Conscious ,2
202,"Due to the evidence of environmental benefit during the pandemic (e.g. reduced pollution), I will be more climate conscious.",3,Survey,Policy,Climate,2,Climate Conscious (I),Climate Conscious ,2
202,"I believe people will practice healthier digital habits (e.g. screen time limits, responsible online discourse).",2,Survey,Cultural,Well-being,1,Digital Habits (O),Digital Habits ,3
202,"I will practice healthier digital habits (e.g. screen time limits, responsible online discourse).",2,Survey,Cultural,Well-being,2,Digital Habits (I),Digital Habits ,3
202,"I believe people will avoid crowded areas more (e.g. concerts, theme parks).",4,Survey,Social-Cultural,Lifestyle,1,Avoid Crowds (O),Avoid Crowds ,4
202,"I will avoid crowded areas more (e.g. concerts, theme parks).",1,Survey,Social-Cultural,Lifestyle,2,Avoid Crowds (I),Avoid Crowds ,4
202,"I believe people will use public transportation less, if possible.",4,Survey,Social-Cultural,Transportation,1,Public Transport (O),Public Transport ,5
202,"I will use public transportation less, if possible.",3,Survey,Social-Cultural,Transportation,2,Public Transport (I),Public Transport ,5
202,"I believe people will save money more, rather than spend it.",4,Survey,Social-Cultural,Lifestyle,1,Save Money (O),Save Money ,6
202,"I will save money more, rather than spend it.",5,Survey,Social-Cultural,Lifestyle,2,Save Money (I),Save Money ,6
202,I believe people will think more before making impulsive purchases.,1,Survey,Social-Cultural,Lifestyle,1,Impulse Buy (O),Impulse Buy ,7
