Timestamp,In what country do you currently live?,What is your age?,What is your gender?,What is your race or ethnicity? (Select all that apply.),What is the highest level of education you have completed?,What is your marital status?,What is your current employment status?,What is your annual income level? (in the currency of your country).,"If you live in the US, what is your 5-digit zipcode?",I believe people will return to using hand shakes and/or other physical greetings.,I will return to using hand shakes and/or other physical greetings.,"Due to the evidence of environmental benefit during the pandemic (e.g. reduced pollution), I believe people will be more climate conscious.","Due to the evidence of environmental benefit during the pandemic (e.g. reduced pollution), I will be more climate conscious.","I believe people will practice healthier digital habits (e.g. screen time limits, responsible online discourse).","I will practice healthier digital habits (e.g. screen time limits, responsible online discourse).","I believe people will avoid crowded areas more (e.g. concerts, theme parks).","I will avoid crowded areas more (e.g. concerts, theme parks).","I believe people will use public transportation less, if possible.","I will use public transportation less, if possible.","I believe people will save money more, rather than spend it.","I will save money more, rather than spend it.",I believe people will think more before making impulsive purchases.,I will think more before making impulsive purchases.,I believe people will work harder to foster family and/or community ties.,I will work harder to foster family and/or community ties.,I believe people will seek out more evidence-based information.,I will seek out more evidence-based information.,"I believe people will be more comfortable acting independently (e.g. spending time alone, practicing personal hobbies or at-home activities).","I will be more comfortable acting independently (e.g. spending time alone, practicing personal hobbies or at-home activities).","I believe people will work more remotely, if possible.","I will work more remotely, if possible.","I believe people will use digital commerce, companies, and platforms ____.","I will use digital commerce, companies, and platforms ____.",I believe people will use technology ____.,I will use technology ____.,"I believe people will be more politically liberal (e.g. vote for universal healthcare, more government aid).","I will be more politically liberal (e.g. vote for universal healthcare, more government aid).","I believe people will be more politically conservative (e.g. vote for healthcare marketplace, less government aid).","I will be more politically conservative (e.g. vote for healthcare marketplace, less government aid).",I believe people will carry masks and/or hand sanitizer around with them as a precaution.,I will carry a mask and/or hand sanitizer around with me as a precaution.,I believe people will be ____ globally aware (e.g. feel the importance of global connections and cooperation).,I will be ____ globally aware (e.g. feel the importance of global connections and cooperation). ,I believe people will value classroom education ____.,I will value classroom education ____.,I believe people will pursue relationships or intimate interactions online or via technology ____.,I will pursue relationships or intimate interactions online or via technology ____.,I believe people will travel ____.,I will travel ____.,I believe people will touch their faces ____.,I will touch my face ____.,"I believe people will practice safer hygiene in public (e.g. properly covering coughs/sneezes, staying home if sick).","I will practice safer hygiene in public (e.g. properly covering coughs/sneezes, staying home if sick).","I believe people will feel more comfortable reminding others about safe public hygiene (e.g. covering cough, not touching face).","I will feel more comfortable reminding others about safe public hygiene (e.g. covering cough, not touching face).",I believe people will be ____ trustful of medical professionals.,I will be ____ trustful of medical professionals.,I believe people will have ____ trust in vaccines.,I will have ____ trust in vaccines.,"I believe people will do ____ to maintain their personal wellness (e.g. eat healthfully, exercise, practice work-life balance).","I will do ____ to maintain my personal wellness (e.g. eat healthfully, exercise, practice work-life balance).",I believe people will practice ____ hygiene during annual flu seasons.,I will practice ______ hygiene during annual flu seasons.,I believe people will have ____ trust in their government.,I will have ____ trust in my government.,I see myself as introverted or reserved.,I see myself as extroverted or outgoing.,The COVID-19 pandemic has greatly affected my daily life.,The COVID-19 pandemic has greatly affected those closest to me (can include friends and family).,"(Optional) If you would like, please share how the COVID-19 pandemic has personally affected you.",(Optional) What's the first thing you will do once quarantine is fully lifted and there is no risk of another wave of infection?
2020/04/16 2:11:10 PM EST,Unnited States,69,Male,Caucasian,Doctorate degree,Married,Part-time employment,100000,47401,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,1,1,5,5,5,5,3,3,3,1,2,4,2,2,5,5,4,5,4,4,5,3,4,4,4,4,2,2,3,4,4,4,Enjoying being at home - very disturbed by failure of national leadership.  I hope for better - soon.,Take a driving trip - or plan an overseas trip.
2020/04/16 2:11:27 PM EST,Unnited States,25,Male,Caucasian,Master's Degree,"Single, never married",Student,70000,10016,5,4,2,4,1,2,2,2,4,1,4,4,2,3,4,5,2,5,4,5,4,2,4,4,4,4,3,5,3,1,5,5,4,4,4,5,4,3,2,4,3,3,4,5,5,3,4,5,3,4,4,5,4,4,2,2,4,2,4,5,,I will go somewhere with a friend.
2020/04/16 2:11:40 PM EST,Russia,21,Female,Caucasian,High School or equivalent (GED),"Single, but cohabiting with a significant other",Unemployed,60,,3,5,2,5,3,5,2,3,2,4,1,1,1,3,3,5,3,5,3,2,4,5,4,5,4,5,1,,1,1,1,4,4,5,4,4,1,1,4,4,2,1,1,2,1,2,4,3,3,3,3,3,3,3,1,1,1,5,5,4,,
2020/04/16 2:11:59 PM EST,Unnited States,36,Female,Caucasian,Doctorate degree,"Single, but cohabiting with a significant other",Full-time eployment,75000,47401,4,4,1,2,1,3,1,2,4,5,1,1,1,1,4,4,1,5,5,5,5,5,5,5,5,5,1,,5,1,5,5,3,3,5,5,2,1,3,3,3,3,5,5,5,2,3,3,3,3,5,5,5,5,3,3,5,5,5,5,"Working from home, no social interaction, no gym, boredom, more phone and screen use, more video games","Go to bars, go to the gym"
2020/04/16 2:12:16 PM EST,Russia,20,Female,european,Less than HS diploma,"Single, never married",Student,25000,,5,5,5,5,2,1,5,5,5,5,3,4,3,4,5,3,5,5,2,1,5,2,2,2,5,5,5,5,1,1,5,5,4,4,4,5,4,5,1,1,2,3,5,5,5,5,4,4,5,4,3,3,3,3,2,3,4,2,2,4,,
2020/04/16 2:12:16 PM EST,Unnited States,51,Female,Caucasian,Bachelor's Degree,Divorced,Full-time eployment,42000,47403,2,2,3,3,4,4,4,4,2,2,3,3,4,4,4,4,4,4,4,4,5,5,4,4,4,4,3,3,3,3,5,5,4,4,3,3,4,4,3,3,2,2,4,5,4,4,3,3,3,3,4,4,4,4,3,3,3,3,4,4,,
2020/04/16 2:16:19 PM EST,Unnited States,33,Male,Caucasian,Doctorate degree,Married,Full-time eployment,150000,47401,3,2,1,2,1,1,4,3,4,3,4,4,4,4,4,4,3,3,4,3,3,3,4,4,4,3,2,2,2,2,5,4,4,3,3,3,4,3,2,2,2,3,4,4,4,3,4,3,4,3,4,3,4,4,3,3,5,2,2,4,,Attend a sports match
2020/04/16 2:18:05 PM EST,Russia,19,Female,Caucasian,"Some College, but no degree","Single, never married",Student,0,,4,5,2,4,1,3,4,4,3,4,2,5,5,5,5,5,5,5,5,5,4,1,5,4,5,3,3,3,3,3,5,4,5,5,5,5,4,3,3,3,2,1,5,5,5,5,4,4,5,5,4,4,4,4,3,1,4,4,4,4,"I had to interrupt my exchange year and go back to my home country, same as many of my friends",Meet my friends
2020/04/16 2:18:26 PM EST,Russia,20,Female,White,"Some College, but no degree","Single, never married",Student,50000,,5,5,4,5,2,4,2,4,1,2,2,4,2,2,4,4,4,4,4,5,4,4,4,4,3,3,4,4,2,2,4,2,4,4,5,5,2,2,3,3,2,2,4,4,4,5,3,3,4,3,4,4,4,4,3,3,4,4,5,5,,
2020/04/16 2:19:03 PM EST,Unnited States,44,Female,Caucasian,Master's Degree,Married,Full-time eployment,55000,47403,2,3,2,4,4,4,1,2,2,3,1,3,2,4,4,5,2,5,4,4,4,4,4,4,5,4,5,5,2,1,4,5,4,4,5,5,3,3,3,5,3,3,3,5,5,5,3,5,4,3,4,5,4,3,2,1,5,1,5,5,"Husband and I are working remotely, children are home ""attending"" school.",Travel.  
2020/04/16 2:24:19 PM EST,Unnited States,19,Female,Caucasian,High School or equivalent (GED),"Single, never married",Part-time employment,27000,5452,4,5,4,5,3,2,3,2,4,3,1,2,4,4,4,4,4,5,5,4,5,4,3,3,2,3,5,5,2,2,3,4,4,3,4,4,3,3,2,3,2,2,5,5,5,5,5,5,4,4,4,4,4,4,2,2,5,4,4,4,"As a healthcare worker, I am much more aware of the risk of infection in my workplace even though I do not work in a clinical area. ",
2020/04/16 2:24:35 PM EST,Russia,21,Female,Caucasian,"Some College, but no degree","Single, never married",Student,150000,,4,4,5,5,2,2,1,1,4,4,2,2,4,5,5,5,5,5,2,4,5,2,4,3,5,4,3,5,3,1,5,5,4,4,5,5,3,3,4,4,2,2,4,4,5,2,5,5,3,3,3,3,3,3,2,2,4,2,5,5,I had to terminate my exchange program in the IS and come back to my home country taking classes online ,Meet my friends
2020/04/16 2:25:11 PM EST,Russia,20,Male,Mixed Race,High School or equivalent (GED),"Single, never married",Student,0,,5,5,1,1,2,3,1,1,1,1,2,2,1,1,4,4,5,3,1,1,1,1,5,5,4,4,,,1,1,1,1,4,4,4,4,1,1,3,3,2,2,1,3,3,3,3,3,4,3,3,3,3,3,3,2,1,1,4,4,,
2020/04/16 2:27:25 PM EST,Unnited States,29,Female,Asian,Bachelor's Degree,"Single, never married",Student,21500,47408,4,3,2,3,2,2,2,3,1,1,4,4,1,2,2,3,2,4,4,5,4,4,4,3,4,3,3,5,3,1,4,5,4,5,4,4,3,2,3,4,3,3,4,4,4,4,3,3,5,3,4,4,4,4,1,1,4,4,5,5,,Go to a party/go dancing/go to a bar/go shopping
2020/04/16 2:30:20 PM EST,Unnited States,60,Male,Caucasian,Doctorate degree,Married,Full-time eployment,100000,47401,2,3,2,5,1,1,5,4,3,2,1,1,1,2,3,4,3,4,4,4,5,5,4,3,4,3,4,,1,1,4,2,4,3,2,5,4,4,2,2,3,3,4,5,5,3,4,4,4,3,3,3,3,3,2,2,5,1,5,4,"I like to work in coffee shops and bars; I can't do that.  I am a professor and miss seeing my students.   I can't go to religious services in person.  I can't shop in person.  I have arguments with my kids about what is safe.   Our family has taken in my mother-in-law, and this is a change.  Our house now is crowded and before it was mostly empty.",Walk in an area with people all around.
2020/04/16 2:30:59 PM EST,Unnited States,24,Female,Caucasian,Bachelor's Degree,"Single, but cohabiting with a significant other",Full-time eployment,30000,47401,4,3,4,5,4,4,4,4,2,3,5,5,5,5,5,5,4,5,2,2,5,4,3,3,3,3,3,,2,1,4,4,4,4,2,4,3,3,3,3,3,3,4,4,4,3,4,3,4,3,4,4,4,4,2,1,3,3,5,5,"Mental health deterioration, physical inactivity, hope for future",See my friends
2020/04/16 2:32:01 PM EST,Unnited States,26,Prefer Not to Answer,Caucasian,Bachelor's Degree,Married,Student,21000,47401,5,5,1,3,1,1,2,1,1,1,1,2,1,3,3,2,1,3,4,3,5,4,3,3,3,3,4,4,3,1,4,3,4,3,4,3,3,3,4,3,3,3,4,5,4,4,3,3,4,3,4,3,4,4,1,3,5,1,4,5,"I'm a lot more stressed generally speaking. I was hoping to graduate this summer and the pandemic has made all of that feel a lot more hectic. My brother ""laid himself off"" from work so he could watch his kids. Overall I enjoy being home though and feeling less pressure to work all the time.",Visit my family and friends and give them hugs.
2020/04/16 2:34:14 PM EST,Unnited States,26,Male,Asian,Bachelor's Degree,"Single, never married",Full-time eployment,37000,5401,2,1,4,4,1,1,1,2,1,1,4,4,2,2,4,5,4,5,2,5,5,5,4,3,4,3,2,4,3,3,2,2,4,4,2,3,4,3,4,2,3,2,4,5,4,3,4,3,3,3,3,4,4,4,2,3,4,4,5,4,,"Sip coffee from my favorite coffeeshop while oogling all the pretty people who are happy that it's over, at least for the moment."
2020/04/16 2:36:38 PM EST,Unnited States,31,Female,Hispanic/Latino,Master's Degree,Married,Full-time eployment,58000,47401,5,5,4,5,3,4,1,2,1,1,4,5,4,5,4,5,4,5,3,4,5,5,4,4,5,4,3,3,3,3,5,5,4,5,5,4,3,3,3,3,2,1,4,5,4,,4,4,4,4,3,4,4,5,2,3,1,5,4,4,,
2020/04/16 2:45:45 PM EST,Unnited States,27,Male,Mixed Race,Bachelor's Degree,"Single, but cohabiting with a significant other",Student,23000,47404,5,5,2,3,1,3,2,2,1,3,1,3,1,3,2,4,1,5,4,3,5,4,3,3,4,3,1,3,1,3,4,1,4,3,2,4,3,3,2,3,2,2,4,4,4,3,3,3,4,3,3,3,4,4,2,3,5,4,5,5,"Shelter in place has made self-motivating to get work done more difficult. Lack of in-person social interaction has been more difficult than I would have imagined, although teleconferencing (both professional and personal) has been helpful. While I am personally comfortable, the national and local financial/economic strains are evident. It is not clear how or when these concerns will be alleviated. Being stuck at home and reading the news more keeps the potential spiral further into populism at the forefront of my mind, which is bad for my mental health.",Get a meal with my friends
2020/04/16 2:45:51 PM EST,Russia,21,Female,White,High School or equivalent (GED),"Single, never married",Student,300000,,5,5,4,5,4,3,4,4,2,2,4,3,2,3,4,5,4,5,4,5,3,3,4,4,4,4,,,,,4,4,3,3,4,4,2,2,2,3,3,3,5,5,4,2,4,4,4,3,4,4,4,4,3,3,3,5,5,4,,
2020/04/16 2:47:26 PM EST,Russia,21,Female,Indigenous,High School or equivalent (GED),"Single, never married",Student,0,,5,5,2,5,4,5,1,1,1,1,1,1,1,1,1,4,4,5,3,4,2,2,5,4,4,4,3,4,3,3,4,4,4,4,5,5,2,3,4,5,3,1,3,5,4,4,3,3,4,5,4,5,3,5,4,3,4,3,5,4,,
2020/04/16 2:48:43 PM EST,Unnited States,20,Male,Caucasian;Hispanic/Latino,"Some College, but no degree","Single, never married",Student,0,85044,5,4,1,3,1,2,2,4,2,1,4,5,2,3,1,1,1,5,2,1,5,1,4,3,4,3,4,5,2,1,4,5,4,3,5,5,2,1,2,4,3,3,4,5,5,5,4,3,4,3,4,5,4,3,1,2,5,1,5,2,,
2020/04/16 2:49:38 PM EST,Russia,20,Female,Caucasian,High School or equivalent (GED),"Single, never married",Student,92000,,4,5,4,5,3,4,4,2,3,1,4,5,3,5,4,5,4,5,2,4,4,3,4,3,3,3,4,5,2,1,4,2,4,5,5,5,2,2,4,5,2,2,4,4,4,4,4,4,4,4,5,5,4,4,2,1,3,5,5,5,I was studying in America as an exchange student this 2019-20 year. My sponsors sent me back to Russia 2 month earlier.,Find relationships 
2020/04/16 2:50:40 PM EST,Unnited States,23,Female,Caucasian,Bachelor's Degree,"Single, never married",Full-time eployment,32000,5495,5,5,4,4,2,4,1,1,2,1,2,2,2,3,4,4,4,5,4,5,4,2,4,4,3,2,1,4,2,1,5,4,4,4,4,4,3,3,3,4,3,3,4,5,4,3,3,3,3,3,3,4,4,4,2,2,5,2,4,5,,Travel
2020/04/16 2:51:48 PM EST,Unnited States,45,Female,Caucasian,Doctorate degree,"Single, never married",Full-time eployment,52000,47401,5,5,1,3,1,3,1,2,1,1,2,2,2,4,4,4,2,3,2,3,5,2,4,4,4,4,2,4,2,2,4,4,4,4,5,3,4,4,3,3,3,3,2,3,3,3,3,3,3,3,2,3,4,4,1,1,5,2,4,4,,Road trip!
2020/04/16 2:52:11 PM EST,Unnited States,31,Female,Caucasian,Master's Degree,"Single, never married",Full-time eployment,40000,47401,2,1,2,4,4,4,4,4,4,5,2,3,4,4,5,5,4,4,4,5,5,5,4,4,4,4,5,5,1,1,5,5,4,4,5,3,3,3,2,3,2,2,4,5,3,5,4,4,4,4,4,5,4,4,2,2,5,1,4,5,,Travel with my two best friends to a beautiful tropical location. 
2020/04/16 2:52:38 PM EST,Unnited States,33,Female,Caucasian,Doctorate degree,In a domestic partnership or civil union,Full-time eployment,50000,47403,4,4,4,5,2,3,1,1,2,3,4,5,4,4,4,4,3,5,4,5,5,5,4,3,4,3,3,4,2,3,4,5,2,4,5,5,3,3,4,4,2,2,4,5,2,2,4,3,4,3,3,3,3,3,2,2,4,4,4,5,,
2020/04/16 3:07:02 PM EST,Unnited States,27,Female,Caucasian,Master's Degree,"Single, never married",Student,27000,47403,5,5,4,5,2,3,2,2,2,3,4,4,4,4,4,3,4,5,4,5,5,4,4,4,4,4,4,5,2,1,4,4,3,4,3,4,5,3,3,3,2,2,4,5,4,4,4,4,4,3,4,4,5,5,2,3,4,4,5,5,,Visit my family
2020/04/16 3:10:14 PM EST,Unnited States,32,Male,Asian,Master's Degree,"Single, never married",Student,21000,47408,4,3,4,5,4,5,2,4,2,3,3,4,3,4,3,5,3,5,4,5,3,5,4,4,5,4,4,5,2,3,3,5,2,4,4,5,4,3,2,3,3,3,4,5,4,5,3,3,3,3,4,3,4,5,2,5,4,2,4,2,,
2020/04/16 3:17:06 PM EST,Russia,19,Female,Caucasian,High School or equivalent (GED),"Single, never married",Unemployed,0,,4,5,2,5,4,2,1,1,2,1,2,5,1,3,1,4,2,5,2,5,5,3,3,2,4,3,1,5,1,1,2,4,3,5,5,5,4,4,3,5,3,3,5,5,3,5,2,2,1,1,3,4,3,3,1,1,4,5,2,1,,hug my friends
2020/04/16 3:19:30 PM EST,Unnited States,32,Female,Caucasian,"Some College, but no degree","Single, never married",Student,30000,5403,2,5,2,4,1,5,2,1,4,1,1,4,2,3,3,4,1,3,4,3,2,1,3,3,3,2,4,3,3,1,4,3,3,3,4,5,3,3,3,3,2,2,4,5,5,4,3,3,3,3,4,3,4,3,3,3,2,3,5,5,I have become unemployed and I have stopped visiting relatives which was very important for me.,Visit my family! (Only a 30 minute car ride away)
2020/04/16 3:21:19 PM EST,Russia,19,Female,Caucasian,High School or equivalent (GED),"Single, never married",Student,216000,,5,5,4,5,4,3,2,2,3,2,1,4,2,5,4,4,4,5,5,5,5,4,3,3,4,3,5,5,5,5,4,5,4,4,4,5,2,2,4,5,2,2,5,5,5,5,4,3,3,3,4,3,5,5,3,3,4,1,5,5,,
2020/04/16 3:22:32 PM EST,Unnited States,70,Female,Caucasian,"Some College, but no degree",Married,Retired,150000,27932,3,4,4,5,3,4,2,4,3,3,2,3,2,4,3,4,4,4,5,5,4,3,4,4,4,4,2,1,4,5,4,4,4,4,3,3,3,3,3,3,2,2,4,5,3,3,3,3,4,3,3,4,4,4,3,3,4,2,3,4,,
2020/04/16 3:25:44 PM EST,Unnited States,27,Female,Caucasian,Doctorate degree,"Single, but cohabiting with a significant other",Full-time eployment,75000,46254,4,4,2,4,2,2,1,2,4,4,4,4,2,4,2,4,1,5,2,2,5,5,4,4,5,4,4,5,2,1,4,4,4,3,3,3,4,3,3,3,3,3,4,5,4,4,3,4,3,4,3,4,3,4,3,3,5,1,4,5,Partner no longer has income. ,Travel to see my immediate family
2020/04/16 3:37:35 PM EST,Unnited States,38,Female,Hispanic/Latino,Doctorate degree,"Single, never married",Full-time eployment,56680,47401,2,1,4,4,3,3,4,5,4,3,4,5,4,5,3,3,4,5,3,3,3,1,3,3,3,3,4,5,3,1,4,5,4,5,4,5,3,3,2,3,3,2,2,5,2,2,2,3,4,3,4,4,4,5,2,2,2,3,4,2,I am more bored than normally,Going to eat and drink out
2020/04/16 3:38:03 PM EST,Unnited States,20,Female,Caucasian,Associate's Degree,Married,Part-time employment,15000,66720,5,5,4,5,2,4,2,3,1,3,2,3,2,3,4,4,4,5,3,4,4,2,3,3,3,3,4,3,4,4,3,4,4,4,4,5,3,3,4,3,3,3,4,4,4,3,4,4,3,3,3,3,4,4,2,2,4,3,4,4,,
2020/04/16 3:56:02 PM EST,Unnited States,25,Male,Caucasian,Bachelor's Degree,"Single, but cohabiting with a significant other",Part-time employment,25000,5401,5,5,1,2,4,4,2,1,1,1,4,4,4,4,5,5,5,5,4,3,2,1,3,3,2,2,4,5,3,1,3,1,4,4,4,5,3,3,3,3,2,3,4,5,5,5,4,3,5,3,3,3,5,5,2,1,4,4,4,4,,"Visit all of my friends, go out to the bars, and revel in humanity and community"
2020/04/16 4:00:18 PM EST,Unnited States,27,Male,Caucasian,Bachelor's Degree,"Single, never married",Full-time eployment,20000,,5,5,1,4,1,3,4,1,4,1,5,4,5,4,2,3,1,4,4,5,5,4,5,3,4,3,5,5,5,1,5,1,4,4,3,3,4,3,1,2,3,3,1,4,5,4,4,3,4,3,3,4,3,3,1,2,5,4,2,4,"not yet, but i think likelihood of economic depression and political instability will have many great effects on us all post pandemic",go to the gym or a good restaurant and eat there in person
2020/04/16 4:01:27 PM EST,Russia,20,Female,Caucasian,Bachelor's Degree,"Single, never married",Student,180000,,4,2,2,5,1,2,3,4,1,2,5,5,4,5,5,5,2,5,4,2,3,4,4,4,4,3,,5,,1,5,5,5,5,4,5,2,3,2,5,1,2,5,5,5,4,4,3,2,4,4,4,5,5,2,1,4,2,5,5,"I got deported back to Russia from the country of my studies (the US). Plus, it got my family and me in financial hardship","Hug my friends, I haven't seen them in months"
2020/04/16 4:05:57 PM EST,Unnited States,34,Female,Caucasian,Master's Degree,Married,Part-time employment,20000,47403,4,5,5,5,4,5,5,2,3,3,4,3,4,3,5,3,3,5,4,3,5,1,4,3,4,3,4,,,,5,5,4,3,5,3,2,1,4,4,1,1,5,5,5,5,3,3,3,3,5,3,4,3,3,2,1,5,5,5,,"GO TO THE GYM, HAVE A PARTY WITH FRIENDS, HAVE PEOPLE OVER FOR DINNER"
2020/04/16 4:09:00 PM EST,Unnited States,31,Male,Caucasian,Master's Degree,Married,Full-time eployment,20000,47404,4,4,3,4,3,4,4,5,4,5,4,4,3,5,5,5,4,5,4,5,4,5,4,4,4,4,3,3,3,3,4,5,4,4,4,4,4,3,2,2,2,1,4,5,4,4,4,3,4,3,4,4,4,4,2,2,4,3,1,2,"It has made me sad to think about all the pain and suffering it has caused and will continue to cause humanity for the coming months/years. Relatedly, it has made me even more certain that our president must be replaced come November.",Take my wife out for a fun-filled day + date night!
2020/04/16 4:09:01 PM EST,Unnited States,50,Male,Asian,Bachelor's Degree,Married,Full-time eployment,75000,92683,1,1,5,5,5,5,2,2,3,3,4,3,4,5,3,3,4,5,4,5,4,5,4,3,4,3,4,4,3,3,4,4,4,4,4,3,4,3,2,3,2,1,4,5,4,4,3,3,4,4,4,4,4,4,2,1,4,3,4,4,,
2020/04/16 4:10:13 PM EST,Unnited States,48,Male,Asian,Doctorate degree,Married,Full-time eployment,130000,1760,4,1,1,5,1,1,4,5,4,5,4,3,3,5,2,1,2,3,2,5,4,5,4,4,4,4,2,3,4,1,4,3,5,3,5,1,3,3,2,1,3,3,4,4,3,2,4,3,5,3,2,3,4,3,2,2,5,1,4,5,,
2020/04/16 4:17:23 PM EST,Unnited States,42,Male,Caucasian,Doctorate degree,Married,Full-time eployment,200000,47401,4,3,4,4,2,3,2,2,1,1,3,2,4,3,4,4,4,3,4,4,5,4,4,3,3,3,4,4,1,1,3,3,4,4,4,4,3,3,2,3,2,2,4,4,4,3,4,3,5,3,4,3,4,4,3,3,4,2,4,4,,
2020/04/16 4:47:36 PM EST,Unnited States,29,Female,Caucasian,Doctorate degree,"Single, but cohabiting with a significant other",Full-time eployment,49000,48823,4,4,2,3,1,2,3,3,3,2,4,2,3,3,4,3,1,3,3,3,5,2,4,3,4,3,4,4,2,1,4,4,4,4,4,4,3,3,3,4,2,2,4,4,4,3,3,3,3,3,3,3,4,5,2,3,4,2,5,4,Not being able to see people I care about in person,Go visit my best friend in New York
2020/04/16 4:59:45 PM EST,Russia,20,Female,Caucasian,High School or equivalent (GED),"Single, never married",Student,45000,,5,5,3,4,4,4,1,1,1,1,4,4,3,3,4,4,2,5,4,4,4,4,5,4,3,2,3,3,3,3,4,5,3,4,3,4,3,3,4,4,3,3,2,4,2,3,4,4,3,3,3,4,3,4,2,2,3,3,5,5,,I will finally see my friends and travel 
2020/04/16 5:03:59 PM EST,Unnited States,23,Female,Caucasian,Bachelor's Degree,"Single, but cohabiting with a significant other",Full-time eployment,35000,2532,2,1,2,5,4,4,4,4,4,1,1,4,2,4,4,3,2,5,4,4,4,1,4,3,4,3,4,5,2,2,4,4,4,4,5,3,3,3,3,4,3,2,4,5,4,5,3,4,3,3,3,5,3,4,1,1,3,3,4,4,"I am a biological researcher so I cannot perform my research. My boyfriend is a teacher and his hours were cut in half, and his summer job was cancelled so we will have less money. I am unsure if I should apply for graduate school next year as planned because research funding may be severely limited due to the pandemic.",Visit my loved ones.
2020/04/16 5:06:45 PM EST,Russia,21,Female,Russian ,High School or equivalent (GED),"Single, never married",Self-employed,0,,5,4,4,3,2,4,2,3,4,4,4,1,1,2,2,3,5,5,4,5,5,5,5,5,5,5,5,5,1,1,4,4,5,5,5,5,3,3,3,4,1,1,5,5,5,3,5,4,4,4,4,4,4,4,2,1,3,4,5,4,,
2020/04/16 5:39:44 PM EST,Unnited States,38,Female,Caucasian,Doctorate degree,Divorced,Full-time eployment,100000,20910,5,5,1,3,1,3,5,5,5,4,5,5,5,5,1,1,1,4,2,3,4,3,4,3,4,4,1,3,5,2,4,4,3,4,3,3,3,3,2,2,3,3,4,4,4,4,3,3,3,3,3,3,3,3,2,1,5,1,5,5,,Go on a trip
2020/04/16 5:50:14 PM EST,Unnited States,42,Male,Caucasian,Master's Degree,"Single, never married",Student,32000,80202,5,5,1,3,2,2,4,1,4,3,4,5,1,3,4,4,2,3,4,3,5,5,4,4,3,3,1,4,2,5,4,2,2,1,2,4,4,3,2,4,3,3,2,3,4,2,4,3,3,3,3,4,3,3,4,1,5,1,1,4,"It hasn't really. I work from home just like before and, after some adjustment, enjoy it.",Road Trip.
2020/04/16 5:55:00 PM EST,Hungary,28,Female,I have no specific knowledge of my ethnicity,Bachelor's Degree,"Single, but cohabiting with a significant other",Unemployed,2500000,,5,5,4,5,4,5,2,1,2,1,4,5,2,5,2,5,4,5,2,4,4,4,3,2,5,3,4,5,2,1,3,4,4,5,2,2,2,1,3,1,3,2,4,5,2,2,4,5,4,3,3,4,4,5,2,1,5,2,2,4,Not much to be honest. Only the panic feeling got worse and sometimes i experience that the grocery shops are out of certain goods which is scarry. ,Meet with friends
2020/04/16 6:18:37 PM EST,Unnited States,38,Male,Hispanic/Latino,Doctorate degree,"Single, never married",Full-time eployment,42000,33021,5,4,2,3,1,1,5,4,4,4,5,4,2,3,1,1,3,3,2,1,5,5,4,4,5,4,2,2,2,2,4,4,5,5,3,3,4,3,3,2,3,3,4,5,5,4,3,3,3,3,3,4,4,4,3,3,4,3,5,4,,
2020/04/16 6:32:18 PM EST,Unnited States,23,Female,Caucasian,Bachelor's Degree,"Single, but cohabiting with a significant other",Full-time eployment,47000,,2,3,2,5,3,3,4,4,4,3,5,4,5,5,2,4,2,5,1,1,4,4,4,3,4,3,5,3,3,1,4,3,3,4,5,5,3,3,2,3,3,3,5,5,4,3,4,3,3,4,3,3,4,4,1,2,3,3,5,5,My family is stuck in multiple countries unable to see each other due to travel and visa regulations placed during the pandemic. ,See my family 
2020/04/16 6:52:24 PM EST,Unnited States,35,Male,Caucasian,Master's Degree,"Single, never married",Unemployed,0,17837,2,3,4,5,2,5,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,4,5,2,5,5,3,1,3,3,3,4,5,5,5,4,5,4,3,4,5,4,5,2,2,5,1,5,5,"I no longer have a job, at least temporarily. I am not traveling anywhere at all. I'm spending more time outside, although in isolation. I have lost weight and am physically healthier.",Look for a job - I may do this before quarantine is lifted.
2020/04/16 6:58:17 PM EST,Unnited States,31,Female,Hispanic/Latino,Master's Degree,Married,Full-time eployment,75000,5404,2,4,4,5,1,2,4,5,4,5,5,5,4,2,4,4,3,5,4,4,4,5,4,4,4,4,3,5,3,1,4,4,4,4,3,3,4,4,2,3,2,2,4,5,4,3,3,3,3,3,3,3,4,4,2,2,5,2,5,5,,
2020/04/16 7:02:22 PM EST,Unnited States,40,Male,Caucasian,Doctorate degree,Married,Full-time eployment,55000,73072,4,1,3,4,2,3,3,5,4,5,4,5,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,5,2,1,4,5,3,3,3,3,3,3,1,2,2,1,4,5,4,4,3,3,3,3,4,4,4,5,2,3,5,1,4,4,Working from home,
